Title,Content,Permalink
> How to apply for a grant of Probate where there is a will,"Where a Testator (the person making the will) passes away, an Executor/Executrix (the person appointed to administer the estate) may apply for a grant of probate.

A Public Trustee may administer a deceased’s estate where a person with legitimate interest requests them to, or where no application for administration of the estate has been made within one month of the date of death.  Section 8 of the Public Trustee Act provides that the Public Trustee may administer an estate where the value of the deceased’s property does not exceed Kshs. 3,000,000 (Kenya shillings three million).

<strong>Where to apply for grant of representation</strong>

Section 47 and 48 of the Law of Succession Act provide that the High Court and Magistrate Court have jurisdiction to hear Succession matters. However, the Magistrate Court is limited to hearing matters where the value of the deceased’s property is less than 20 million shillings as per Section 7 of the Magistrates Court Act.

Rule 7(3) of the Probate and Administration Rules provides that the petition for administration may be filed in the principal registry or a High Court district registry.  Where the gross value of the estate does not exceed one hundred thousand shillings, the petition should be filed in a resident magistrate’s registry.

<strong>Process</strong>
<p style=""padding-left: 40px;"">i.        Apply for grant of Probate through a Petition (form 78) supported by an affidavit</p>
<p style=""padding-left: 40px;""><strong>ii.        Attach the original will, <a href=""https://www.lawyerwangu.com/documents/will-general/"">general will </a>(get one here www.lawyerwangu.com) 2 copies of the will and the deceased’s death certificate</strong></p>
<p style=""padding-left: 40px;"">iii.        The application will be advertised in the gazette</p>
<p style=""padding-left: 40px;"">iv.        If no objections are raised before 30 days lapse, a letter of grant of probate is issued</p>
<p style=""padding-left: 40px;"">v.        Within 6 months of the grant of probate, the Executor should apply for a confirmation of grant. The Court may however issue a confirmation of grant before the lapse of 6 months where there are no dependant’s, no debts payable, or where it deems it just and equitable.</p>
&nbsp;",https://www.lawyerwangu.com/documents/how-to-apply-for-a-grant-of-probate-where-there-is-a-will/
> How to apply for a Duplicate Log Book,"<p style=""text-align: justify;""><strong>HOW TO APPLY FOR A DUPLICATE LOG BOOK</strong></p>
<p style=""text-align: justify;""><em>Section 6 (6)  </em>of the <em>Traffic Act </em>provides that where a registration certificate has been lost, destroyed or defaced or the particulars thereon have become illegible, the owner of the vehicle shall apply for a duplicate certificate.</p>
<p style=""text-align: justify;""><strong>Process for applying for a duplicate log book </strong></p>

<ul style=""text-align: justify;"">
 	<li>Report the loss to a police station and obtain a police abstract (if lost)</li>
 	<li>Visit the headquarters of Traffic so as to obtain a tape lift</li>
 	<li>Log into <span><a href=""https://tims.ntsa.go.ke/login_csp.jsp"">NTSA TIMS</a></span></li>
 	<li>Select vehicle registration</li>
 	<li>Select apply for duplicate log book then select create new.</li>
 	<li>Select lost or defaced</li>
 	<li>Fill in the required details</li>
 	<li>Upload the ‘tape lift’ report, police abstract(if lost) and the sworn Affidavit for lost or damaged log book as one document</li>
 	<li>Pay the required fee</li>
</ul>
<p style=""text-align: justify;""><strong>Documents required when applying</strong></p>

<ol>
 	<li style=""text-align: justify;"">Police abstract (if lost)</li>
 	<li style=""text-align: justify;"">Tape Lift</li>
 	<li style=""text-align: justify;"">Identity card or passport of registered vehicle owner Original and copy of certificate of incorporation/ Business Registration Certificate (for companies)</li>
 	<li style=""text-align: justify;""><span>Affidavit for lost or damaged log book </span></li>
</ol>",https://www.lawyerwangu.com/documents/how-to-apply-for-a-duplicate-log-book/
> How to Apply for a Death Certificate,"<p style=""text-align: justify;"">Section 17 of the Births and Deaths Registration Act provides that the Registrar of deaths should be notified of a person’s death after 30 days from the date of death.</p>
<p style=""text-align: justify;""><u>Nairobi </u></p>
<p style=""text-align: justify;"">For persons who have passed away in Nairobi, the application can be made on e-citizen as follows:</p>

<ol style=""text-align: justify;"">
 	<li>Applicant should log into their e-citizen account/register.</li>
 	<li>Select the civil registration portal.</li>
</ol>
<ul style=""text-align: justify;"">
 	<li>Select application for death Certificate.</li>
</ul>
<ol style=""text-align: justify;"">
 	<li>Fill in the required details (place of death, burial permit number, and Deceased’s details)</li>
 	<li>Select the pick-up location. (ACK Bishop House, Huduma City Square, Huduma Eastleigh, Huduma GPO, Huduma Kibera, Huduma Madaraka or Huduma Narok).</li>
 	<li>Pay the required fee.</li>
</ol>
<ul style=""text-align: justify;"">
 	<li>You will receive a notification once the death certificate is ready.</li>
 	<li>Pick the Certificate from the selected office and surrender the deceased’s ID card.</li>
</ul>
<p style=""text-align: justify;"">Documents required:</p>

<ol style=""text-align: justify;"">
 	<li>Scanned copy of the burial permit</li>
 	<li>Scanned copy of identification documents if the deceased above 18 years i.e. national id, alien id or passport.</li>
</ol>
<p style=""text-align: justify;"">You can also apply for a death certificate by filling in an application form at the Registrar of Deaths in ACK Bishop House or Hass Plaza. Submit a copy of the burial permit and a copy of the identity documents of the deceased. When picking the death certificate, you are required to surrender the deceased’s ID.</p>
<p style=""text-align: justify;""><u>Outside Nairobi</u></p>
<p style=""text-align: justify;"">For persons who have passed away outside Nairobi, a person may apply for a death certificate through filling in the application form for issuance of a death certificate in the County Commissioners Office.  Submit a copy of the burial permit and a copy of the identity documents of the deceased. When picking the death certificate, you are required to surrender the deceased’s ID.</p>
<p style=""text-align: justify;""><u>Outside Kenya</u></p>
<p style=""text-align: justify;"">Section 16 of the Births and Deaths Registrations Act provides that where a citizen passes away abroad, a person may notify the Registrar by applying for a death certificate. Apply for a death certificate by filling in the application form in any Civil Registration Office and produce the certificate of death issued in the country of death.</p>",https://www.lawyerwangu.com/documents/how-to-apply-for-a-death-certificate/
> How to Acquire a Driving License,"<p style=""text-align: justify;"">Section 30(1) of the Traffic Act provides that <strong>no person shall drive a motor vehicle unless they hold a valid driving licence or a provisional licence endorsed in respect of that class of vehicle</strong>.</p>
<p style=""text-align: justify;""><strong>Penalty for driving without a licence</strong></p>
<p style=""text-align: justify;"">A fine of up to Kshs. 20,000 or imprisonment for a term of up to 3 months for the first conviction, and a fine of up to Kshs. 30,000 or imprisonment for a term of up to 6 months or to both for subsequent convictions.</p>
<p style=""text-align: justify;""><strong>Conditions for granting a driving licence</strong></p>
<p style=""text-align: justify;"">Section 33 provides the age limit for issuance of a driving licence as 18 years and above for motor vehicles and 16 years and above for motorcycles.</p>
<p style=""text-align: justify;"">For Public Service Vehicle drivers, the age limit is 24 years and above. The driver must also have had a driving licence for not less than four years.</p>
<p style=""text-align: justify;"">Section 31 provides that in order to be issued with a driving licence, an Applicant must:</p>

<ol style=""text-align: justify;"">
 	<li>Pass the driving test;</li>
 	<li>Declare that they do not have any physical disability that would likely cause driving to be a source of danger to the public; and</li>
 	<li>Be able to read a motor vehicle identification plate at a distance of twenty-five metres. (With or without glasses).</li>
</ol>
<p style=""text-align: justify;""><strong>How to apply for a provisional driving licence</strong></p>
<p style=""text-align: justify;"">Section 32 of the Traffic Act provides that you require a provisional driving licence (PDL) in order to learn how to drive. The holder of a PDL shall not be allowed to a drive on a road unless they are in the company of a qualified driver holding a valid driving licence for the class the applicant has been permitted to drive.</p>
<p style=""text-align: justify;"">The process for application for a PDL is as follows:</p>

<ol style=""text-align: justify;"">
 	<li>Log into the TIMS NTSA portal <a href=""https://tims.ntsa.go.ke"">https://tims.ntsa.go.ke</a></li>
 	<li>Select driving licence</li>
 	<li>Select application for PDL, fill in the required details and pay the required fee</li>
 	<li>Download the PDL.</li>
</ol>
<p style=""text-align: justify;"">Once you finish driving school, apply for the test on the NTSA TIMS portal and pay the required fee.</p>
<p style=""text-align: justify;""><strong>How to apply for a new driving licence</strong></p>
<p style=""text-align: justify;"">Section 37 of the Act provides that from 11<sup>th</sup> December 2017, issuance of driving licences shall be digital, in the form of a smart card.</p>
<p style=""text-align: justify;"">Once you pass the driving test, you may apply for issuance of a driving licence. Licence holders may also apply for the new smart licence.</p>
<p style=""text-align: justify;"">The process for applying for a smart licence is as follows:</p>

<ol style=""text-align: justify;"">
 	<li>Log into the TIMS NTSA portal <a href=""https://tims.ntsa.go.ke"">https://tims.ntsa.go.ke</a></li>
 	<li>Select driving licence.</li>
 	<li>Select ‘Apply for smart driving licence’.</li>
 	<li>Fill in the required details.</li>
 	<li>Pay the required fee and visit the NTSA Office with your invoice and passport photo.</li>
 	<li>Pick your driving licence at the prescribed time.</li>
</ol>
<p style=""text-align: justify;""><strong>How to renew your driving licence </strong></p>
<p style=""text-align: justify;"">Section 30(4) provides that upon expiry of a licence, it shall be renewed for a period of 3 years.</p>

<ol style=""text-align: justify;"">
 	<li><strong> Old generation driving licence</strong></li>
</ol>
<p style=""text-align: justify;"">Holders of the old generation licences should apply for renewal on e-citizen. However, the renewal is only for a period of one year. The process is as follows:</p>

<ol style=""text-align: justify;"">
 	<li>Log into the e citizen website</li>
 	<li>Select the NTSA portal</li>
 	<li>Select Make application then select driving licence</li>
 	<li>Select one year driving licence renewal</li>
 	<li>fill in the required details and pay the required fee</li>
 	<li>Download your licence and stick it in your red book.</li>
</ol>
<p style=""text-align: justify;"">       2.<strong> Smart driving licence</strong></p>
<p style=""text-align: justify;"">Holders of the smart licences should apply for renewal on the NTSA TIMS portal. The renewal is for a period of three years. The process is as follows:</p>

<ol style=""text-align: justify;"">
 	<li>Log into the TIMS NTSA portal <a href=""https://tims.ntsa.go.ke"">https://tims.ntsa.go.ke</a></li>
 	<li>Select driving licence.</li>
 	<li>Select renew driving licence and fill in the required details.</li>
 	<li>Pay the required fee and pick your licence from NTSA.</li>
</ol>
<p style=""text-align: justify;""><strong>How to apply for a duplicate driving licence</strong></p>
<p style=""text-align: justify;"">Section 38 of the Traffic Act provides that a driver may apply for a duplicate licence where the driving licence or provisional licence is lost, defaced or mutilated.</p>
<p style=""text-align: justify;"">Where your licence is lost or mutilated, you will have to apply for a new smart licence on the NTSA TIMS portal as follows:</p>

<ol style=""text-align: justify;"">
 	<li>Log into the TIMS NTSA portal <a href=""https://tims.ntsa.go.ke"">https://tims.ntsa.go.ke</a></li>
 	<li>Select driving licence.</li>
 	<li>Select ‘Apply for smart driving licence’.</li>
 	<li>Fill in the required details.</li>
 	<li>Pay the required fee and visit the NTSA Office with your invoice and passport photo.</li>
 	<li>Pick your driving licence at the prescribed time.</li>
</ol>
<p style=""text-align: justify;""><strong>How to prove you are a licensed Driver</strong></p>
<p style=""text-align: justify;"">Section 36 of the Traffic Act provides that any person driving a motor vehicle shall carry their driving licence or provisional licence.  It also states that where a police officer demands for your driving licence, you are mandated to produce it for examination.</p>
<p style=""text-align: justify;"">Proof of a driving licence includes any evidence that shows you have a valid licence. This includes:</p>

<ol style=""text-align: justify;"">
 	<li>A Printed licence;</li>
 	<li>A Smart licence;</li>
 	<li>A licence in softcopy; or</li>
 	<li>A confirmation from 22846 with your licence details. Send DL (ID Number) to 22846 to receive the confirmation.</li>
</ol>
<p style=""text-align: justify;""></p>",https://www.lawyerwangu.com/documents/how-to-acquire-a-driving-license/
> How to Access Government Services Online,"<p style=""text-align: justify;"">It is necessary to register on ecitizen to access the following services;</p>

<ul style=""text-align: justify;"">
 	<li>Business registration Service</li>
 	<li>Civil Registration – Birth &amp; Death Certificates</li>
 	<li>Marriage Registration</li>
 	<li>Immigration – passport and visa applications.</li>
 	<li>Land – official search and Rent clearance certificates</li>
 	<li>Police Clearance Certificate service.</li>
 	<li>KRA Services- tax registration/declaration and payment.</li>
 	<li>Permits and Licenses from the National Construction Authority</li>
 	<li>Licenses/Permits from some County Governments</li>
</ul>
<p style=""text-align: justify;""><em><u>How to Register</u></em></p>
<p style=""text-align: justify;"">Complete an application through the ecitizen portal either as a:</p>

<ol style=""text-align: justify;"">
 	<li>Kenyan citizen – National I.D needed;</li>
 	<li>Foreign Resident – Foreigner Certificate needed;</li>
 	<li>Business – for businesses registered in Kenya, Business Registration Certificate needed; or</li>
 	<li>Visitor – Passport required.</li>
</ol>
<p style=""text-align: justify;"">To access services login and select the relevant business agency.</p>
<p style=""text-align: justify;"">For more information/assistance contact @Lawyewangu on all social media or, <a href=""mailto:info@lawyerangu.com"">info@lawyerangu.com</a> or +254 799 771177.</p>",https://www.lawyerwangu.com/documents/how-to-access-government-services-online/
> Gift Deed between Living Persons,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \nThis Gift Deed formalizes a gift between a Donor and a Beneficiary. \n\nIt is required;\na) By the Bank when receiving a monetary gift through a bank account.\nb) By KRA to account for incomes and assets.\nc) To transfer a gift in the name of the Beneficiary.\n\nREQUIREMENTS\n• Name and Address of Donor.\n• Name and address of Beneficiary. \n• Description of the gift. \n\nPROCESS\n• Fill in this agreement.\n• The Donor and the Beneficiary to sign before a witness.\n• Present the agreement for stamp duty at the nearest lands registry within 30 days. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:299,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:311}{&quot;1&quot;:427,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:434}""><strong>ABOUT THIS DOCUMENT </strong>
This Gift Deed formalizes a gift between a Donor and a Beneficiary.
It is required;
a) By the Bank when receiving a monetary gift through a bank account.
b) By KRA to account for incomes and assets.
c) To transfer a gift in the name of the Beneficiary.
<strong>REQUIREMENTS</strong>
• Name and Address of Donor.
• Name and address of Beneficiary.
• Description of the gift.
<strong>PROCESS</strong>
• Fill in this agreement.
• The Donor and the Beneficiary to sign before a witness.
• Present the agreement for stamp duty at the nearest lands registry within 30 days.
</span>",https://www.lawyerwangu.com/documents/gift-deed-between-living-persons/
> Eviction Notice,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a notice of termination of a Lease/tenancy by a landlord where the tenant breaches\nthe terms of Lease.\n\nREQUIREMENTS\n• Name and address of the tenant.\n• Property title number.\n\nPROCESS\n• Fill in and sign this letter;\n• Serve the letter to the tenant.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:0}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:14}{&quot;1&quot;:127,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:139}{&quot;1&quot;:200,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:207}""><strong>ABOUT DOCUMENT</strong>
This is a notice of termination of a Lease/tenancy by a landlord where the tenant breaches
the terms of Lease.
<strong>REQUIREMENTS</strong>
• Name and address of the tenant.
• Property title number.
<strong>PROCESS</strong>
• Fill in and sign this letter;
• Serve the letter to the tenant.</span>",https://www.lawyerwangu.com/documents/eviction-notice/
> Employment Contract (Simple),"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \r\nAn Employer is required in law to give an employment contract to an Employee within 60 days of employment. \r\n\r\nThis employment contract suitable for industrial and farm workers e.g cleaners, mechanics, machine operators etc. \r\n\r\nREQUIREMENTS\r\n•\tName and Address of Employer.\r\n•\tName and address of Employee.\r\n•\tJob designation and description. \r\n•\tSalary amount \r\n\r\nPROCESS\r\n•\tFill in this agreement.\r\n•\tThe Employer and Employee to sign before a witness. \r\n•\tEach party to retain a copy.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:251,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:263}{&quot;1&quot;:388,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:395}""><strong>ABOUT THIS DOCUMENT </strong>
An Employer is required in law to give an employment contract to an Employee within 60 days of employment.
This employment contract suitable for industrial and farm workers e.g cleaners, mechanics, machine operators etc.
<strong>REQUIREMENTS </strong>
• Name and Address of Employer.
• Name and address of Employee.
• Job designation and description.
• Salary amount
<strong>PROCESS </strong>
• Fill in this agreement.
• The Employer and Employee to sign before a witness.
• Each party to retain a copy.</span>",https://www.lawyerwangu.com/documents/employment-contract-simple/
> Employment Contract for Domestic Workers,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \r\nThis Employment Contract is suitable for a Domestic Workers e.g. Domestic manager, Gardeners, Nurse etc. \r\n\r\nAn Employer is required in to give an employment contract within 60 days of engaging an Employee if the employment period is for more than 3 Months. \r\n\r\nREQUIREMENTS\r\n•\tName and address of Employee.\r\n•\tJob designation. \r\n•\tSalary amount.\r\n\r\nPROCESS\r\n•\tFill in this agreement.\r\n•\tThe Employer and Employee to sign before a witness and each to retain a copy.\r\n•\tEnsure the salary meets the prescribed minimum wage.\r\n• This agreement will expire every year. Fill in and sign a new agreement every year.\r\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31489,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:1}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}{&quot;1&quot;:20,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:284}{&quot;1&quot;:296,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:372}{&quot;1&quot;:379,&quot;2&quot;:{&quot;5&quot;:0}}""><strong>ABOUT THIS DOCUMENT </strong>
This Employment Contract is suitable for a Domestic Workers e.g. Domestic manager, Gardeners, Nurse etc.
An Employer is required in to give an employment contract within 60 days of engaging an Employee if the employment period is for more than 3 Months.
<strong>REQUIREMENTS </strong>
• Name and address of Employee.
• Job designation.
• Salary amount.
<strong>PROCESS </strong>
• Fill in this agreement.
• The Employer and Employee to sign before a witness and each to retain a copy.
• Ensure the salary meets the prescribed minimum wage.
• This agreement will expire every year. Fill in and sign a new agreement every year.
</span>",https://www.lawyerwangu.com/documents/employment-contract-for-domestic-workers-2/
> Employment Contract for Casual Worker,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \r\nThis is an Employment contract for a Casual Worker paid on daily basis. \r\n\r\nTo Employ a Casual worker for more than 2 months, give a break and sign a new contract.\r\n\r\nREQUIREMENTS\r\n•\tName and Address of Employer\r\n•\tName and address of Employee\r\n•\tJob details \r\n•\tWages\r\n\r\nPROCESS\r\n•\tFill in this agreement.\r\n•\tThe Employer and Employee to sign before a witness. \r\n•\tEach party to retain a copy.\r&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:189,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:201}{&quot;1&quot;:294,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:301}""><strong>ABOUT THIS DOCUMENT </strong>
This is an Employment contract for a Casual Worker paid on daily basis.
To Employ a Casual worker for more than 2 months, give a break and sign a new contract.
<strong>REQUIREMENTS </strong>
• Name and Address of Employer
• Name and address of Employee
• Job details
• Wages
<strong>PROCESS </strong>
• Fill in this agreement.
• The Employer and Employee to sign before a witness.
• Each party to retain a copy. </span>",https://www.lawyerwangu.com/documents/employment-contract-for-casual-worker/
> Employment Contract (Detailed),"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \nAn Employer is required in law to give an employment contract to an Employee within 60 days of employment. \n\nThis employment contract suitable for professional or office workers e.g Accountants, Secretaries, Lawyers, Procurement officers etc. \n\nREQUIREMENTS\n• Name and Address of Employer.\n• Name and address of Employee.\n• Job designation and description. \n• Salary amount. \n\nPROCESS\n• Fill in this agreement.\n• The Employer and Employee to sign before a witness. \n• Each party to retain a copy.\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:267,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:279}{&quot;1&quot;:427,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:434}""><strong>ABOUT THIS DOCUMENT </strong>
An Employer is required in law to give an employment contract to an Employee within 60 days of employment.
This employment contract suitable for professional or office workers e.g Accountants, Secretaries, Lawyers, Procurement officers etc.
<strong>REQUIREMENTS</strong>
• Name and Address of Employer.
• Name and address of Employee.
• Job designation and description.
• Salary amount.
<strong>PROCESS</strong>
• Fill in this agreement.
• The Employer and Employee to sign before a witness.
• Each party to retain a copy.
</span>",https://www.lawyerwangu.com/documents/employment-contract-detailed/
> Salary Increment Letter,"<p style=""text-align: justify;""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis is a letter of salary increment from Employer to an Employee.\n\nREQUIREMENTS\n• Name and address of Employee\n• Revised salary.\n• Effective date of salary revision.\n\nPROCESS\n• Employer to fill in and sign this letter.\n• Serve the letter to the Employee&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:88,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:100}{&quot;1&quot;:191,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:198}""><strong>ABOUT THIS DOCUMENT</strong>
This is a letter of salary increment from Employer to an Employee.
<strong>REQUIREMENTS</strong>
• Name and address of Employee.
• Revised salary.
• Effective date of salary revision.
<strong>PROCESS</strong>
• Employer to fill in and sign this letter.
• Serve the letter to the Employee.</span></p>",https://www.lawyerwangu.com/documents/employee-salary-review-letter/
> Employee Personal Details Form,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \nThis form is required when onboarding an employee. \n\nIt captures all the Employees personal details e.g contacts, emergency contacts, next of kin, bank account e.t.c and other disclosures e.g marital status, statutory loans, unions and other memberships e.t.c.\n\nREQUIREMENTS FROM EMPLOYEE\n• Copy of ID, PIN, NSSF, NHIF cards.\n• Banking details.\n• Next of Kin – Name, address and contacts.\n• Statutory loan and other obligations.\n• Unions and other professional memberships.\n \nPROCEDURE \n• Fill in this form with the Employee.\n• File in the employee permanent file. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:283,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:309}{&quot;1&quot;:538,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:548}""><strong>ABOUT THIS DOCUMENT </strong>
This form is required when onboarding an employee.
It captures all the Employees personal details e.g contacts, emergency contacts, next of kin, bank account e.t.c and other disclosures e.g marital status, statutory loans, unions and other memberships e.t.c.
<strong>REQUIREMENTS FROM EMPLOYEE</strong>
• Copy of ID, PIN, NSSF, NHIF cards.
• Banking details.
• Next of Kin – Name, address and contacts.
• Statutory loan and other obligations.
• Unions and other professional memberships.
<strong>PROCEDURE </strong>
• Fill in this form with the Employee.
• File in the employee permanent file.
</span>",https://www.lawyerwangu.com/documents/employee-personal-details-form-2/
> Letter of Introduction for Employee,"<p style=""text-align: justify;""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a letter by an Employer confirming that an Employee is employed with them. It is usually required by Banks, Insurance companies, Saccos, Landlords or prospective Employers. \n\nREQUIREMENTS \n• Name of Employee;\n• Job designation;\n• contract period; and \n\n• Gross salary. \n\nPROCESS \n• Fill in this letter; and\n• Serve the intended recipient. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma, sans-serif&quot;,&quot;16&quot;:12,&quot;17&quot;:1}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}{&quot;1&quot;:14,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:198}{&quot;1&quot;:211,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:296}{&quot;1&quot;:305,&quot;2&quot;:{&quot;5&quot;:0}}""><strong>ABOUT DOCUMENT</strong>
This is a letter by an Employer confirming that an Employee is employed with them. It is usually required by Banks, Insurance companies, Saccos, Landlords or prospective Employers.
<strong>REQUIREMENTS</strong>
• Name of Employee;
• Job designation;
• contract period; and
</span><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a letter by an Employer confirming that an Employee is employed with them. It is usually required by Banks, Insurance companies, Saccos, Landlords or prospective Employers. \n\nREQUIREMENTS \n• Name of Employee;\n• Job designation;\n• contract period; and \n\n• Gross salary. \n\nPROCESS \n• Fill in this letter; and\n• Serve the intended recipient. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma, sans-serif&quot;,&quot;16&quot;:12,&quot;17&quot;:1}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}{&quot;1&quot;:14,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:198}{&quot;1&quot;:211,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:296}{&quot;1&quot;:305,&quot;2&quot;:{&quot;5&quot;:0}}"">• Gross salary.
<strong>PROCESS</strong>
• Fill in this letter; and
• Serve the intended recipient.
</span></p>",https://www.lawyerwangu.com/documents/employee-introduction-letter/
